"Route","PageUrl","Status","Message","StrongMediaCount","StrongMediaUrls","CandidateUrlCount","CandidateUrls","TagHitCount","TagHits"
"/soulferry","https://www.taogames.online/soulferry","ok","","0","","64","https://music.wixstatic.com/mp3 | https://static.parastorage.com/services/editor-elements-library/dist/thunderbolt/rb_wixui.thunderbolt[VideoPlayer].478fd7ac.min.css | https://static.wixstatic.com | https://static.wixstatic.com/ | https://static.wixstatic.com/media | https://static.wixstatic.com/media/ | https://static.wixstatic.com/media/a04444_001c69be39c94c7198eeeb39b70005b4~mv2.png/v1/fill/w_1200,h_556,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/portfolio | https://static.wixstatic.com/media/a04444_001c69be39c94c7198eeeb39b70005b4~mv2.png/v1/fill/w_600,h_278,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/portfolio | https://static.wixstatic.com/media/a04444_0788525ae1c54f2baf677d000cdb82c8~mv2.jpg/v1/fill/w_294,h_176,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/t-hsuan13-asset.jpg | https://static.wixstatic.com/media/a04444_0788525ae1c54f2baf677d000cdb82c8~mv2.jpg/v1/fill/w_588,h_352,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/t-hsuan13-asset.jpg | https://static.wixstatic.com/media/a04444_167dac844bcd42fa90c4a919fb24056e~mv2.jpg/v1/fill/w_296,h_370,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/eric-hallquist-paintover-1200px.jpg | https://static.wixstatic.com/media/a04444_167dac844bcd42fa90c4a919fb24056e~mv2.jpg/v1/fill/w_592,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/eric-hallquist-paintover-1200px.jpg","0",""
"/rememberme","https://www.taogames.online/rememberme","ok","","0","","58","https://music.wixstatic.com/mp3 | https://static.parastorage.com/services/editor-elements-library/dist/thunderbolt/rb_wixui.thunderbolt[VideoPlayer].478fd7ac.min.css | https://static.wixstatic.com | https://static.wixstatic.com/ | https://static.wixstatic.com/media | https://static.wixstatic.com/media/ | https://static.wixstatic.com/media/a04444_031e9d7dcfb4437f8b4942b063b29337~mv2.jpg/v1/fill/w_291,h_387,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/WeChat | https://static.wixstatic.com/media/a04444_031e9d7dcfb4437f8b4942b063b29337~mv2.jpg/v1/fill/w_582,h_774,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/WeChat | https://static.wixstatic.com/media/a04444_0ec4d8f99979474fa7a9dbd74cb09a74~mv2.gif | https://static.wixstatic.com/media/a04444_1a7b19678fac4c70bda6e04cb65a9d69~mv2.png | https://static.wixstatic.com/media/a04444_1a7b19678fac4c70bda6e04cb65a9d69~mv2.png/v1/fit/w_2500,h_1330,al_c/a04444_1a7b19678fac4c70bda6e04cb65a9d69~mv2.png | https://static.wixstatic.com/media/a04444_218930c3e527450b9cc4529b6ce2afa7~mv2.jpg/v1/fill/w_214,h_288,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/WeChat","0",""
"/bellum","https://www.taogames.online/bellum","ok","","0","","87","https://music.wixstatic.com/mp3 | https://static.parastorage.com/services/editor-elements-library/dist/thunderbolt/rb_wixui.thunderbolt[VideoPlayer].478fd7ac.min.css | https://static.wixstatic.com | https://static.wixstatic.com/ | https://static.wixstatic.com/media | https://static.wixstatic.com/media/ | https://static.wixstatic.com/media/a04444_02ccf02e557d4960913d7831965c2019~mv2.png/v1/crop/x_0,y_0,w_723,h_539/fill/w_286,h_213,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/WeChat | https://static.wixstatic.com/media/a04444_02ccf02e557d4960913d7831965c2019~mv2.png/v1/crop/x_0,y_0,w_723,h_539/fill/w_572,h_426,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/WeChat | https://static.wixstatic.com/media/a04444_0ebee419486a403c906597001d298290~mv2.png/v1/fill/w_252,h_200,al_c,q_85,enc_avif,quality_auto/download | https://static.wixstatic.com/media/a04444_0ebee419486a403c906597001d298290~mv2.png/v1/fill/w_353,h_280,al_c,lg_1,q_85,enc_avif,quality_auto/download | https://static.wixstatic.com/media/a04444_0f22eaaf8c204f5eaff4b7b8628a4922~mv2.png/v1/fill/w_202,h_182,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Asset | https://static.wixstatic.com/media/a04444_0f22eaaf8c204f5eaff4b7b8628a4922~mv2.png/v1/fill/w_300,h_270,al_c,lg_1,q_85,enc_avif,quality_auto/Asset","0",""
"/droppingsound3d","https://www.taogames.online/droppingsound3d","ok","","0","","57","https://music.wixstatic.com/mp3 | https://static.parastorage.com/services/editor-elements-library/dist/thunderbolt/rb_wixui.thunderbolt[VideoPlayer].478fd7ac.min.css | https://static.wixstatic.com | https://static.wixstatic.com/ | https://static.wixstatic.com/media | https://static.wixstatic.com/media/ | https://static.wixstatic.com/media/a04444_0f1842738c0f4b6494bed0b1be70fb66~mv2.jpg/v1/fill/w_147,h_65,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/a04444_0f1842738c0f4b6494bed0b1be70fb66~mv2.jpg | https://static.wixstatic.com/media/a04444_12d987a4a9b54110ad9d1f0aa4cb1b32~mv2.png/v1/crop/x_349,y_638,w_4318,h_2423/fill/w_1902,h_1068,al_c,q_95,usm_0.66_1.00_0.01,enc_avif,quality_auto/paiban-05.png | https://static.wixstatic.com/media/a04444_12d987a4a9b54110ad9d1f0aa4cb1b32~mv2.png/v1/crop/x_349,y_638,w_4318,h_2423/fill/w_951,h_534,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/paiban-05.png | https://static.wixstatic.com/media/a04444_12d987a4a9b54110ad9d1f0aa4cb1b32~mv2.png/v1/crop/x_4770,y_1850,w_1508,h_1113/fill/w_252,h_187,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/paiban-05.png | https://static.wixstatic.com/media/a04444_12d987a4a9b54110ad9d1f0aa4cb1b32~mv2.png/v1/crop/x_4770,y_1850,w_1508,h_1113/fill/w_504,h_374,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/paiban-05.png | https://static.wixstatic.com/media/a04444_12d987a4a9b54110ad9d1f0aa4cb1b32~mv2.png/v1/crop/x_4770,y_694,w_1508,h_1108/fill/w_242,h_187,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/paiban-05.png","0",""
"/virta","https://www.taogames.online/virta","ok","","0","","78","https://music.wixstatic.com/mp3 | https://static.parastorage.com/services/editor-elements-library/dist/thunderbolt/rb_wixui.thunderbolt[VideoPlayer].478fd7ac.min.css | https://static.wixstatic.com | https://static.wixstatic.com/ | https://static.wixstatic.com/media | https://static.wixstatic.com/media/ | https://static.wixstatic.com/media/a04444_0a5ab4b2271d44ccacc364f9b6b7cfdb~mv2.png/v1/fill/w_1237,h_610,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/paiban-10.png | https://static.wixstatic.com/media/a04444_0a5ab4b2271d44ccacc364f9b6b7cfdb~mv2.png/v1/fill/w_2474,h_1220,al_c,q_95,usm_0.66_1.00_0.01,enc_avif,quality_auto/paiban-10.png | https://static.wixstatic.com/media/a04444_1071f7cc06d34fa6b9926e588c26a2ea~mv2.png/v1/fill/w_199,h_160,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/WeChat | https://static.wixstatic.com/media/a04444_1071f7cc06d34fa6b9926e588c26a2ea~mv2.png/v1/fill/w_398,h_320,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/WeChat | https://static.wixstatic.com/media/a04444_1a7b19678fac4c70bda6e04cb65a9d69~mv2.png | https://static.wixstatic.com/media/a04444_1a7b19678fac4c70bda6e04cb65a9d69~mv2.png/v1/fit/w_2500,h_1330,al_c/a04444_1a7b19678fac4c70bda6e04cb65a9d69~mv2.png","0",""
"/wristx","https://www.taogames.online/wristx","ok","","0","","71","https://music.wixstatic.com/mp3 | https://static.wixstatic.com | https://static.wixstatic.com/ | https://static.wixstatic.com/media | https://static.wixstatic.com/media/ | https://static.wixstatic.com/media/a04444_09f5d8c3386447769f24cabb740d5229~mv2.png/v1/crop/x_1001,y_0,w_4027,h_3301/fill/w_1590,h_1302,al_c,q_95,usm_0.66_1.00_0.01,enc_avif,quality_auto/paiban | https://static.wixstatic.com/media/a04444_09f5d8c3386447769f24cabb740d5229~mv2.png/v1/crop/x_1001,y_0,w_4027,h_3301/fill/w_795,h_651,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/paiban | https://static.wixstatic.com/media/a04444_1a7b19678fac4c70bda6e04cb65a9d69~mv2.png | https://static.wixstatic.com/media/a04444_1a7b19678fac4c70bda6e04cb65a9d69~mv2.png/v1/fit/w_2500,h_1330,al_c/a04444_1a7b19678fac4c70bda6e04cb65a9d69~mv2.png | https://static.wixstatic.com/media/a04444_2bc5d0d311564923b232f2bccd9119b1~mv2.png | https://static.wixstatic.com/media/a04444_2bc5d0d311564923b232f2bccd9119b1~mv2.png/v1/fill/w_106,h_120,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/21213.png | https://static.wixstatic.com/media/a04444_2bc5d0d311564923b232f2bccd9119b1~mv2.png/v1/fill/w_53,h_60,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/21213.png","0",""
"/roominate","https://www.taogames.online/roominate","ok","","0","","90","https://music.wixstatic.com/mp3 | https://static.parastorage.com/services/editor-elements-library/dist/thunderbolt/rb_wixui.thunderbolt[VideoPlayer].478fd7ac.min.css | https://static.wixstatic.com | https://static.wixstatic.com/ | https://static.wixstatic.com/media | https://static.wixstatic.com/media/ | https://static.wixstatic.com/media/a04444_07739621e06247e5b14c612afca6cd50~mv2.gif | https://static.wixstatic.com/media/a04444_086b654b807b4d2dac939a3b6de296ef~mv2.jpg/v1/fill/w_249,h_180,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/interview.jpg | https://static.wixstatic.com/media/a04444_086b654b807b4d2dac939a3b6de296ef~mv2.jpg/v1/fill/w_498,h_360,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/interview.jpg | https://static.wixstatic.com/media/a04444_0bac1dc571d144d4bd6126ff90e037ab~mv2.png/v1/fill/w_150,h_318,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/PROFILE_–_COLOR_EDIT.png | https://static.wixstatic.com/media/a04444_0bac1dc571d144d4bd6126ff90e037ab~mv2.png/v1/fill/w_300,h_636,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/PROFILE_–_COLOR_EDIT.png | https://static.wixstatic.com/media/a04444_1293779cfd22447b9ddace55fbbb2038~mv2.png/v1/crop/x_74,y_278,w_673,h_454/fill/w_538,h_361,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/full3.png","0",""
"/drydock","https://www.taogames.online/drydock","ok","","0","","121","https://music.wixstatic.com/mp3 | https://static.wixstatic.com | https://static.wixstatic.com/ | https://static.wixstatic.com/media | https://static.wixstatic.com/media/ | https://static.wixstatic.com/media/a04444_00954d21f31d4c0bbde5450957330c5a~mv2.jpg/v1/crop/x_394,y_0,w_586,h_880/fill/w_210,h_315,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/wdwfwdsf.jpg | https://static.wixstatic.com/media/a04444_00954d21f31d4c0bbde5450957330c5a~mv2.jpg/v1/crop/x_394,y_0,w_586,h_880/fill/w_420,h_630,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/wdwfwdsf.jpg | https://static.wixstatic.com/media/a04444_07fe01421a2349dfacd70106626b9e6c~mv2.png/v1/fill/w_1946,h_554,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/rdhh5s.png | https://static.wixstatic.com/media/a04444_07fe01421a2349dfacd70106626b9e6c~mv2.png/v1/fill/w_973,h_277,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/rdhh5s.png | https://static.wixstatic.com/media/a04444_0998cdaea3ae42278f55ac80f7a54c5d~mv2.jpg/v1/fill/w_1956,h_1256,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/画板 | https://static.wixstatic.com/media/a04444_0998cdaea3ae42278f55ac80f7a54c5d~mv2.jpg/v1/fill/w_978,h_628,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/画板 | https://static.wixstatic.com/media/a04444_0d4b76469efc4e91a63405a77fed34f2~mv2.jpg/v1/crop/x_2178,y_1089,w_1345,h_1340/fill/w_116,h_115,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/DSC03854_JPG.jpg","0",""
"/affix","https://www.taogames.online/affix","ok","","0","","46","https://music.wixstatic.com/mp3 | https://static.parastorage.com/services/editor-elements-library/dist/thunderbolt/rb_wixui.thunderbolt[VideoPlayer].478fd7ac.min.css | https://static.wixstatic.com | https://static.wixstatic.com/ | https://static.wixstatic.com/media | https://static.wixstatic.com/media/ | https://static.wixstatic.com/media/a04444_14a4839abe9940fa92c8c0d7cb122baf~mv2.png/v1/fill/w_1200,h_666,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/WeChat | https://static.wixstatic.com/media/a04444_14a4839abe9940fa92c8c0d7cb122baf~mv2.png/v1/fill/w_600,h_333,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/WeChat | https://static.wixstatic.com/media/a04444_1a75338c68d0405d86687b7777119549~mv2.png/v1/fill/w_1200,h_664,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/WeChat | https://static.wixstatic.com/media/a04444_1a75338c68d0405d86687b7777119549~mv2.png/v1/fill/w_600,h_332,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/WeChat | https://static.wixstatic.com/media/a04444_1a7b19678fac4c70bda6e04cb65a9d69~mv2.png | https://static.wixstatic.com/media/a04444_1a7b19678fac4c70bda6e04cb65a9d69~mv2.png/v1/fit/w_2500,h_1330,al_c/a04444_1a7b19678fac4c70bda6e04cb65a9d69~mv2.png","0",""
"/botto","https://www.taogames.online/botto","ok","","0","","44","https://music.wixstatic.com/mp3 | https://static.wixstatic.com | https://static.wixstatic.com/ | https://static.wixstatic.com/media | https://static.wixstatic.com/media/ | https://static.wixstatic.com/media/a04444_007918bdc61f401c901555eb293e4126~mv2.png/v1/crop/x_742,y_3,w_646,h_1197/fill/w_418,h_764,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/environment_78.png | https://static.wixstatic.com/media/a04444_007918bdc61f401c901555eb293e4126~mv2.png/v1/crop/x_742,y_3,w_646,h_1197/fill/w_646,h_1181,al_c,q_90,enc_avif,quality_auto/environment_78.png | https://static.wixstatic.com/media/a04444_0c2df302ae6443c28e3a2801ddccce99~mv2.jpg/v1/crop/x_582,y_123,w_641,h_298/fill/w_596,h_263,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/213.jpg | https://static.wixstatic.com/media/a04444_0c2df302ae6443c28e3a2801ddccce99~mv2.jpg/v1/crop/x_582,y_123,w_641,h_298/fill/w_769,h_339,al_c,lg_1,q_80,enc_avif,quality_auto/213.jpg | https://static.wixstatic.com/media/a04444_1a7b19678fac4c70bda6e04cb65a9d69~mv2.png | https://static.wixstatic.com/media/a04444_1a7b19678fac4c70bda6e04cb65a9d69~mv2.png/v1/fit/w_2500,h_1330,al_c/a04444_1a7b19678fac4c70bda6e04cb65a9d69~mv2.png | https://static.wixstatic.com/media/a04444_20b4c2ef457d4982866e0d06e6c102d0~mv2.jpg/v1/crop/x_82,y_207,w_669,h_425/fill/w_538,h_342,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/214.jpg","0",""
